underlying,ts,bid,ask,spot,runbet_spot
frxAUDJPY,2014-04-29 16:13:37,95.015,95.048,95.03,95.03
frxAUDJPY,2014-04-29 16:13:40,95.018,95.035,95.027,95.027
frxAUDJPY,2014-04-29 16:13:41,95.021,95.036,95.028,95.028
frxAUDJPY,2014-04-29 16:13:42,95.015,95.047,95.03,95.03
frxAUDJPY,2014-04-29 16:13:43,95.019,95.036,95.028,95.028
frxAUDJPY,2014-04-29 16:13:46,95.014,95.041,95.027,95.027
frxAUDJPY,2014-04-29 16:13:47,95,95.1,95.041,95.041
frxAUDJPY,2014-04-29 16:13:52,95.016,95.041,95.031,95.031
frxAUDJPY,2014-04-29 16:13:53,95.015,95.041,95.029,95.029
frxAUDJPY,2014-04-29 16:13:57,95.016,95.041,95.028,95.028
frxAUDJPY,2014-04-29 16:13:59,95.019,95.035,95.027,95.027
frxAUDJPY,2014-04-29 16:14:00,95.028,95.033,95.029,95.029
frxAUDJPY,2014-04-29 16:14:02,95.015,95.047,95.031,95.031
frxAUDJPY,2014-04-29 16:14:05,95.015,95.041,95.029,95.029
frxAUDJPY,2014-04-29 16:14:06,95.016,95.041,95.028,95.028
frxAUDJPY,2014-04-29 16:14:07,94.98,95.08,95.03,95.03
frxAUDJPY,2014-04-29 16:14:08,95.023,95.037,95.03,95.03
frxAUDJPY,2014-04-29 16:14:09,95.016,95.041,95.028,95.028
frxAUDJPY,2014-04-29 16:14:10,95.016,95.042,95.029,95.029
frxAUDJPY,2014-04-29 16:14:11,95.016,95.041,95.028,95.028
frxAUDJPY,2014-04-29 16:14:13,95.015,95.047,95.03,95.03
frxAUDJPY,2014-04-29 16:14:14,95.015,95.042,95.028,95.028
frxAUDJPY,2014-04-29 16:14:17,95.015,95.049,95.031,95.031
frxAUDJPY,2014-04-29 16:14:19,95.022,95.037,95.03,95.03
frxAUDJPY,2014-04-29 16:14:20,95.019,95.037,95.028,95.028
frxAUDJPY,2014-04-29 16:14:21,95.026,95.033,95.031,95.031
frxAUDJPY,2014-04-29 16:14:22,95.028,95.035,95.032,95.032
frxAUDJPY,2014-04-29 16:14:23,95,95.1,95.041,95.041
frxAUDJPY,2014-04-29 16:14:24,95.024,95.033,95.033,95.033
frxAUDJPY,2014-04-29 16:14:25,95.016,95.041,95.03,95.03
frxAUDJPY,2014-04-29 16:14:26,95.02,95.12,95.054,95.054
frxAUDJPY,2014-04-29 16:14:29,95.02,95.037,95.031,95.031
frxAUDJPY,2014-04-29 16:14:31,95.016,95.041,95.029,95.029
frxAUDJPY,2014-04-29 16:14:33,95.025,95.033,95.029,95.029
frxAUDJPY,2014-04-29 16:14:35,95.024,95.033,95.028,95.028
frxAUDJPY,2014-04-29 16:14:36,95.025,95.033,95.028,95.028
frxAUDJPY,2014-04-29 16:14:37,95.024,95.039,95.03,95.03
frxAUDJPY,2014-04-29 16:14:38,95.016,95.047,95.031,95.031
frxAUDJPY,2014-04-29 16:14:39,95.025,95.032,95.033,95.033
frxAUDJPY,2014-04-29 16:14:40,95.024,95.038,95.029,95.029
frxAUDJPY,2014-04-29 16:14:42,95.02,95.036,95.033,95.033
frxAUDJPY,2014-04-29 16:14:43,95.024,95.039,95.031,95.031
frxAUDJPY,2014-04-29 16:14:44,95.029,95.036,95.031,95.031
frxAUDJPY,2014-04-29 16:14:45,95.02,95.037,95.029,95.029
frxAUDJPY,2014-04-29 16:14:46,95.023,95.038,95.03,95.03
frxAUDJPY,2014-04-29 16:14:47,95.024,95.038,95.03,95.03
frxAUDJPY,2014-04-29 16:14:48,95.015,95.047,95.03,95.03
frxAUDJPY,2014-04-29 16:14:49,95.022,95.038,95.03,95.03
frxAUDJPY,2014-04-29 16:14:51,95.016,95.044,95.03,95.03
frxAUDJPY,2014-04-29 16:14:52,95.028,95.037,95.031,95.031
frxAUDJPY,2014-04-29 16:14:53,95.027,95.035,95.031,95.031
frxAUDJPY,2014-04-29 16:14:54,95.028,95.036,95.032,95.032
frxAUDJPY,2014-04-29 16:14:55,95.007,95.057,95.032,95.032
frxAUDJPY,2014-04-29 16:14:56,95.024,95.041,95.032,95.032
frxAUDJPY,2014-04-29 16:14:57,95.026,95.043,95.033,95.033
frxAUDJPY,2014-04-29 16:14:58,95.028,95.039,95.033,95.033
frxAUDJPY,2014-04-29 16:14:59,95.022,95.041,95.031,95.031
frxAUDJPY,2014-04-29 16:15:00,95.024,95.04,95.031,95.031
frxAUDJPY,2014-04-29 16:15:01,95.017,95.044,95.031,95.031
frxAUDJPY,2014-04-29 16:15:02,95.016,95.044,95.029,95.029
frxAUDJPY,2014-04-29 16:15:03,94.99,95.09,95.044,95.044
frxAUDJPY,2014-04-29 16:15:04,95.025,95.038,95.03,95.03
frxAUDJPY,2014-04-29 16:15:05,95.023,95.031,95.028,95.028
frxAUDJPY,2014-04-29 16:15:06,95.025,95.038,95.03,95.03
frxAUDJPY,2014-04-29 16:15:07,94.99,95.09,95.035,95.035
frxAUDJPY,2014-04-29 16:15:08,95.017,95.047,95.034,95.034
frxAUDJPY,2014-04-29 16:15:09,95.015,95.043,95.031,95.031
frxAUDJPY,2014-04-29 16:15:13,95.016,95.043,95.03,95.03
frxAUDJPY,2014-04-29 16:15:14,94.98,95.08,95.03,95.03
frxAUDJPY,2014-04-29 16:15:15,95.017,95.043,95.029,95.029
frxAUDJPY,2014-04-29 16:15:16,95.025,95.037,95.031,95.031
frxAUDJPY,2014-04-29 16:15:17,95.025,95.037,95.031,95.031
frxAUDJPY,2014-04-29 16:15:18,95.023,95.034,95.028,95.028
frxAUDJPY,2014-04-29 16:15:25,95.024,95.035,95.03,95.03
frxAUDJPY,2014-04-29 16:15:26,95.017,95.043,95.029,95.029
frxAUDJPY,2014-04-29 16:15:29,95.025,95.038,95.03,95.03
frxAUDJPY,2014-04-29 16:15:30,95.02,95.036,95.029,95.029
frxAUDJPY,2014-04-29 16:15:31,95.017,95.043,95.032,95.032
frxAUDJPY,2014-04-29 16:15:35,95.008,95.058,95.032,95.032
frxAUDJPY,2014-04-29 16:15:38,95.025,95.039,95.032,95.032
frxAUDJPY,2014-04-29 16:15:40,95.024,95.036,95.03,95.03
frxAUDJPY,2014-04-29 16:15:42,95.018,95.043,95.029,95.029
frxAUDJPY,2014-04-29 16:15:43,95.02,95.036,95.028,95.028
frxAUDJPY,2014-04-29 16:15:44,94.95,95.05,95.012,95.012
frxAUDJPY,2014-04-29 16:15:45,95.024,95.039,95.028,95.028
frxAUDJPY,2014-04-29 16:15:46,95.024,95.038,95.03,95.03
frxAUDJPY,2014-04-29 16:15:48,95.017,95.044,95.029,95.029
frxAUDJPY,2014-04-29 16:15:49,95.026,95.033,95.029,95.029
frxAUDJPY,2014-04-29 16:15:50,95.017,95.043,95.03,95.03
frxAUDJPY,2014-04-29 16:15:51,95.024,95.039,95.03,95.03
frxAUDJPY,2014-04-29 16:15:53,95.016,95.042,95.029,95.029
frxAUDJPY,2014-04-29 16:15:54,95.017,95.042,95.029,95.029
frxAUDJPY,2014-04-29 16:15:56,95.024,95.032,95.028,95.028
frxAUDJPY,2014-04-29 16:16:01,95.017,95.042,95.029,95.029
frxAUDJPY,2014-04-29 16:16:02,95.016,95.041,95.028,95.028
frxAUDJPY,2014-04-29 16:16:03,95.023,95.035,95.028,95.028
frxAUDJPY,2014-04-29 16:16:04,95.028,95.034,95.03,95.03
frxAUDJPY,2014-04-29 16:16:05,95.005,95.055,95.03,95.03
frxAUDJPY,2014-04-29 16:16:06,95.023,95.032,95.027,95.027
frxAUDJPY,2014-04-29 16:16:07,94.96,95.06,95.017,95.017
frxAUDJPY,2014-04-29 16:16:09,95.022,95.037,95.024,95.024
frxAUDJPY,2014-04-29 16:16:10,94.97,95.07,95.021,95.021
frxAUDJPY,2014-04-29 16:16:11,95.024,95.03,95.026,95.026
frxAUDJPY,2014-04-29 16:16:12,95.028,95.037,95.031,95.031
frxAUDJPY,2014-04-29 16:16:13,95.01,95.11,95.048,95.048
frxAUDJPY,2014-04-29 16:16:14,95.017,95.042,95.03,95.03
frxAUDJPY,2014-04-29 16:16:15,95.022,95.037,95.029,95.029
frxAUDJPY,2014-04-29 16:16:16,95.012,95.036,95.024,95.024
frxAUDJPY,2014-04-29 16:16:17,95.017,95.026,95.024,95.024
frxAUDJPY,2014-04-29 16:16:18,95.014,95.03,95.023,95.023
frxAUDJPY,2014-04-29 16:16:19,94.97,95.07,95.02,95.02
frxAUDJPY,2014-04-29 16:16:22,95.016,95.027,95.021,95.021
frxAUDJPY,2014-04-29 16:16:23,95.022,95.029,95.024,95.024
frxAUDJPY,2014-04-29 16:16:24,95.017,95.027,95.022,95.022
frxAUDJPY,2014-04-29 16:16:25,95.014,95.03,95.022,95.022
frxAUDJPY,2014-04-29 16:16:26,95.01,95.034,95.023,95.023
frxAUDJPY,2014-04-29 16:16:29,95.017,95.029,95.023,95.023
frxAUDJPY,2014-04-29 16:16:30,95.022,95.028,95.023,95.023
frxAUDJPY,2014-04-29 16:16:31,95.01,95.032,95.021,95.021
frxAUDJPY,2014-04-29 16:16:32,95.02,95.026,95.022,95.022
frxAUDJPY,2014-04-29 16:16:33,95.014,95.031,95.022,95.022
frxAUDJPY,2014-04-29 16:16:34,95.02,95.026,95.022,95.022
frxAUDJPY,2014-04-29 16:16:35,95.014,95.026,95.02,95.02
frxAUDJPY,2014-04-29 16:16:36,95.018,95.028,95.021,95.021
frxAUDJPY,2014-04-29 16:16:37,95.014,95.027,95.02,95.02
frxAUDJPY,2014-04-29 16:16:38,95.009,95.033,95.021,95.021
frxAUDJPY,2014-04-29 16:16:39,95.014,95.026,95.02,95.02
frxAUDJPY,2014-04-29 16:16:40,95.017,95.025,95.02,95.02
frxAUDJPY,2014-04-29 16:16:42,95.017,95.028,95.021,95.021
frxAUDJPY,2014-04-29 16:16:43,95.017,95.025,95.02,95.02
frxAUDJPY,2014-04-29 16:16:44,95.009,95.033,95.023,95.023
frxAUDJPY,2014-04-29 16:16:45,95.009,95.039,95.023,95.023
frxAUDJPY,2014-04-29 16:16:46,95.012,95.028,95.02,95.02
frxAUDJPY,2014-04-29 16:16:48,95.018,95.024,95.02,95.02
frxAUDJPY,2014-04-29 16:16:49,95.013,95.029,95.02,95.02
frxAUDJPY,2014-04-29 16:16:50,95.01,95.027,95.019,95.019
frxAUDJPY,2014-04-29 16:16:51,94.99,95.09,95.032,95.032
frxAUDJPY,2014-04-29 16:16:52,95.009,95.034,95.022,95.022
frxAUDJPY,2014-04-29 16:16:53,94.95,95.05,95.008,95.008
frxAUDJPY,2014-04-29 16:16:54,95.017,95.028,95.021,95.021
frxAUDJPY,2014-04-29 16:16:55,95.017,95.031,95.023,95.023
frxAUDJPY,2014-04-29 16:16:56,95.012,95.033,95.028,95.028
frxAUDJPY,2014-04-29 16:16:58,95.015,95.031,95.023,95.023
frxAUDJPY,2014-04-29 16:16:59,95.012,95.032,95.022,95.022
frxAUDJPY,2014-04-29 16:17:00,94.97,95.07,95.021,95.021
frxAUDJPY,2014-04-29 16:17:01,95.011,95.03,95.021,95.021
frxAUDJPY,2014-04-29 16:17:02,95.013,95.031,95.021,95.021
frxAUDJPY,2014-04-29 16:17:03,95.013,95.029,95.02,95.02
frxAUDJPY,2014-04-29 16:17:04,95.01,95.027,95.019,95.019
frxAUDJPY,2014-04-29 16:17:05,95.017,95.028,95.021,95.021
frxAUDJPY,2014-04-29 16:17:06,95.015,95.027,95.02,95.02
frxAUDJPY,2014-04-29 16:17:07,95.014,95.027,95.02,95.02
frxAUDJPY,2014-04-29 16:17:08,95.012,95.029,95.02,95.02
frxAUDJPY,2014-04-29 16:17:09,95.007,95.031,95.019,95.019
frxAUDJPY,2014-04-29 16:17:10,95.02,95.12,95.05,95.05
frxAUDJPY,2014-04-29 16:17:11,95.012,95.027,95.02,95.02
frxAUDJPY,2014-04-29 16:17:12,95.015,95.027,95.02,95.02
frxAUDJPY,2014-04-29 16:17:13,95.009,95.029,95.02,95.02
frxAUDJPY,2014-04-29 16:17:14,95.013,95.028,95.02,95.02
frxAUDJPY,2014-04-29 16:17:15,95.014,95.027,95.02,95.02
frxAUDJPY,2014-04-29 16:17:16,95.007,95.037,95.021,95.021
frxAUDJPY,2014-04-29 16:17:19,95.008,95.035,95.022,95.022
frxAUDJPY,2014-04-29 16:17:20,94.99,95.09,95.032,95.032
frxAUDJPY,2014-04-29 16:17:21,95.014,95.033,95.024,95.024
frxAUDJPY,2014-04-29 16:17:22,95.016,95.034,95.03,95.03
frxAUDJPY,2014-04-29 16:17:23,95.016,95.034,95.025,95.025
frxAUDJPY,2014-04-29 16:17:24,95.019,95.035,95.027,95.027
frxAUDJPY,2014-04-29 16:17:25,95.021,95.032,95.026,95.026
frxAUDJPY,2014-04-29 16:17:26,95.021,95.032,95.026,95.026
frxAUDJPY,2014-04-29 16:17:27,95.017,95.029,95.022,95.022
frxAUDJPY,2014-04-29 16:17:28,95.011,95.031,95.021,95.021
frxAUDJPY,2014-04-29 16:17:29,95.012,95.03,95.021,95.021
frxAUDJPY,2014-04-29 16:17:31,95.004,95.039,95.021,95.021
frxAUDJPY,2014-04-29 16:17:33,95.012,95.03,95.021,95.021
frxAUDJPY,2014-04-29 16:17:34,95.012,95.031,95.021,95.021
frxAUDJPY,2014-04-29 16:17:35,95.017,95.027,95.021,95.021
frxAUDJPY,2014-04-29 16:17:36,95.014,95.028,95.021,95.021
frxAUDJPY,2014-04-29 16:17:37,95.01,95.029,95.02,95.02
frxAUDJPY,2014-04-29 16:17:38,95.015,95.029,95.024,95.024
frxAUDJPY,2014-04-29 16:17:39,95.018,95.029,95.023,95.023
frxAUDJPY,2014-04-29 16:17:40,95.017,95.027,95.022,95.022
frxAUDJPY,2014-04-29 16:17:41,95.005,95.041,95.021,95.021
frxAUDJPY,2014-04-29 16:17:42,95.017,95.028,95.022,95.022
frxAUDJPY,2014-04-29 16:17:43,95.014,95.03,95.021,95.021
frxAUDJPY,2014-04-29 16:17:44,95.009,95.036,95.021,95.021
frxAUDJPY,2014-04-29 16:17:45,95.01,95.029,95.02,95.02
frxAUDJPY,2014-04-29 16:17:46,95.012,95.031,95.021,95.021
frxAUDJPY,2014-04-29 16:17:47,95.015,95.028,95.021,95.021
frxAUDJPY,2014-04-29 16:17:48,95.015,95.027,95.02,95.02
frxAUDJPY,2014-04-29 16:17:49,95.014,95.027,95.02,95.02
frxAUDJPY,2014-04-29 16:17:51,95.003,95.039,95.021,95.021
frxAUDJPY,2014-04-29 16:17:53,95.01,95.029,95.02,95.02
frxAUDJPY,2014-04-29 16:17:54,95.009,95.029,95.019,95.019
frxAUDJPY,2014-04-29 16:17:55,95.014,95.026,95.02,95.02
frxAUDJPY,2014-04-29 16:17:56,95.011,95.027,95.019,95.019
frxAUDJPY,2014-04-29 16:17:57,95.011,95.029,95.02,95.02
frxAUDJPY,2014-04-29 16:17:58,95.015,95.026,95.02,95.02
frxAUDJPY,2014-04-29 16:18:01,95.012,95.028,95.02,95.02
frxAUDJPY,2014-04-29 16:18:02,95.014,95.025,95.019,95.019
frxAUDJPY,2014-04-29 16:18:03,94.99,95.09,95.037,95.037
frxAUDJPY,2014-04-29 16:18:04,95.011,95.027,95.018,95.018
frxAUDJPY,2014-04-29 16:18:05,94.97,95.07,95.019,95.019
frxAUDJPY,2014-04-29 16:18:06,95.008,95.034,95.02,95.02
frxAUDJPY,2014-04-29 16:18:07,95.008,95.028,95.018,95.018
frxAUDJPY,2014-04-29 16:18:08,95.01,95.028,95.019,95.019
frxAUDJPY,2014-04-29 16:18:12,95.002,95.037,95.019,95.019
frxAUDJPY,2014-04-29 16:18:13,95.008,95.03,95.019,95.019
frxAUDJPY,2014-04-29 16:18:14,95.014,95.028,95.02,95.02
frxAUDJPY,2014-04-29 16:18:15,95.014,95.03,95.021,95.021
frxAUDJPY,2014-04-29 16:18:16,94.99,95.09,95.032,95.032
